carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.28,3,3,2,56.8,62.0,7.22,7.16,4.08,4096.6
1.21,2,4,4,59.8,57.0,6.98,6.9,4.15,8222.2
0.24,4,6,7,62.5,59.0,3.96,4.01,2.49,573.6
1.7,2,2,3,62.9,57.0,7.57,7.5,4.74,9215.2
0.32,2,2,4,62.5,55.0,4.37,4.4,2.74,535.0
1.5,5,3,2,62.2,60.0,7.29,7.24,4.52,8268.6
1.35,2,4,6,61.5,55.0,7.11,7.16,4.39,10815.0
1.23,2,4,6,61.0,55.0,6.93,6.95,4.23,10418.2
0.3,2,5,3,62.5,57.0,4.27,4.31,2.68,654.4
0.32,2,3,4,62.1,56.0,4.42,4.37,2.73,542.6
1.1,4,4,2,63.4,56.0,6.56,6.54,4.15,4050.2
0.33,2,4,6,60.4,57.0,4.48,4.52,2.72,826.0
1.24,5,3,3,60.2,60.0,6.94,6.91,4.17,5199.4
2.01,2,2,2,62.1,55.0,8.12,8.08,5.03,14588.2
2.0,1,3,5,66.0,56.0,7.79,7.72,5.12,12863.6
1.6,2,4,4,62.2,55.0,7.5,7.46,4.65,12282.4
1.3,5,2,4,62.7,58.0,6.97,6.9,4.35,5404.2
0.52,2,4,2,63.0,55.0,5.14,5.12,3.23,1105.8
0.4,5,3,5,61.8,59.2,4.72,4.74,2.92,812.8
1.02,5,4,5,62.0,59.0,6.45,6.39,3.98,6227.6
0.53,4,6,4,60.1,60.0,5.21,5.28,3.15,1699.0
0.41,4,4,3,62.8,58.0,4.72,4.74,2.97,667.2
0.9,2,6,2,62.0,55.0,6.15,6.23,3.84,3401.4
1.11,4,6,7,60.2,59.0,6.67,6.79,4.05,11670.8
1.04,5,7,5,60.5,59.0,6.62,6.58,3.99,7957.4
0.5,3,1,4,57.7,60.0,5.28,5.26,3.04,1669.8
2.01,4,4,3,62.1,60.0,7.94,8.03,4.96,17481.2
0.23,4,7,6,62.6,58.0,3.89,3.94,2.45,558.0
0.39,2,6,3,61.1,55.0,4.74,4.75,2.9,741.4
0.27,4,6,7,62.6,58.0,4.11,4.16,2.59,665.6
2.03,4,6,2,63.7,58.0,7.91,7.94,5.05,14321.4
0.2,5,5,4,62.6,59.0,3.73,3.71,2.33,759.0
1.0,3,1,4,64.3,59.0,6.27,6.21,4.01,3259.8
0.51,4,6,5,59.6,56.0,5.19,5.24,3.11,1196.4
1.32,4,5,6,61.6,61.0,6.97,7.02,4.31,11655.8
2.08,5,4,2,62.2,60.0,8.16,8.09,5.06,16970.4
0.57,4,2,3,62.5,58.0,5.22,5.27,3.28,1419.0
1.16,4,4,5,62.9,55.0,6.65,6.74,4.21,7955.0
2.03,2,1,4,60.5,57.0,8.26,8.2,4.98,16255.2
0.41,4,5,3,63.4,57.0,4.74,4.73,3.0,861.6
0.3,2,7,3,62.1,56.0,4.33,4.3,2.68,619.4
0.4,2,4,4,61.0,57.0,4.74,4.77,2.9,872.6
0.59,4,2,3,62.8,59.0,5.34,5.36,3.36,1771.4
1.05,2,3,3,61.4,57.0,6.49,6.54,4.0,5234.4
1.08,4,4,2,59.8,57.0,6.66,6.72,4.0,4185.8
1.62,3,1,2,64.2,62.0,7.41,7.33,4.73,6869.4
0.7,5,5,5,60.4,60.0,5.73,5.7,3.45,2887.8
0.5,5,6,4,61.8,58.0,5.11,5.05,3.14,1696.6
1.25,4,4,2,61.4,59.0,6.97,6.93,4.27,5374.2
0.53,5,2,5,62.3,58.0,5.18,5.26,3.25,1135.0
1.2,2,3,5,62.1,57.0,6.77,6.82,4.22,6766.4
0.49,5,4,3,62.4,58.0,5.05,4.99,3.13,1162.8
1.2,5,3,2,62.3,58.0,6.76,6.81,4.23,5170.4
1.61,2,4,3,61.2,55.0,7.62,7.57,4.65,10989.6
1.51,5,3,4,60.2,60.0,7.35,7.33,4.42,10732.8
1.2,2,1,3,62.5,55.0,6.84,6.79,4.26,5191.2
0.45,2,6,2,61.5,55.0,4.92,4.97,3.04,720.4
1.29,2,5,3,61.4,61.0,7.0,6.97,4.29,8794.2
1.51,2,5,3,61.7,56.0,7.35,7.41,4.55,12302.4
0.51,2,7,4,60.9,56.0,5.19,5.16,3.15,1752.0
1.0,2,2,3,58.5,55.0,6.47,6.42,3.77,3830.0
0.9,3,4,3,63.7,60.0,6.07,6.11,3.88,4653.8
0.51,2,5,4,61.0,57.0,5.16,5.11,3.13,1703.2
0.3,5,3,5,61.4,59.0,4.33,4.3,2.65,639.2
0.3,5,5,8,60.7,58.0,4.33,4.37,2.64,865.0
0.91,2,5,3,62.0,57.0,6.22,6.24,3.86,4353.4
0.23,4,7,7,62.5,58.0,3.94,3.96,2.47,596.4
3.01,5,5,1,62.2,56.0,9.24,9.13,5.73,12934.8
0.39,4,6,4,60.9,58.0,4.72,4.77,2.89,874.4
0.57,2,6,4,61.8,55.0,5.34,5.38,3.31,1786.8
0.27,4,4,8,60.8,57.0,4.2,4.22,2.56,864.0
1.0,5,4,8,62.2,61.0,6.41,6.38,3.98,7173.2
1.0,4,5,3,63.1,59.0,6.29,6.22,3.95,5044.2
0.38,2,5,4,61.9,55.0,4.69,4.63,2.89,891.2
0.99,2,2,3,61.8,57.0,6.4,6.42,3.96,4004.6
0.5,2,7,6,60.4,54.0,5.17,5.23,3.14,2189.0
1.02,5,5,3,62.3,58.0,6.46,6.38,4.0,4664.6
0.74,3,6,3,62.8,61.0,5.74,5.76,3.61,2435.8
0.75,4,2,5,63.3,57.0,5.82,5.74,3.66,2355.2
0.57,4,6,2,61.2,57.0,5.31,5.35,3.26,1091.8
0.52,4,5,3,62.6,58.0,5.11,5.14,3.21,933.6
1.01,5,6,3,60.7,58.0,6.5,6.48,3.94,5048.6
1.08,2,3,4,61.9,54.0,6.64,6.61,4.1,5903.8
1.01,4,6,5,62.9,60.0,6.33,6.43,4.01,6565.0
0.41,2,5,5,62.7,55.0,4.77,4.74,2.98,1024.4
0.75,5,2,3,59.1,58.0,5.91,5.87,3.48,2481.6
0.9,4,3,6,63.7,57.0,6.09,6.02,3.86,4960.8
0.55,4,2,3,63.6,57.0,5.15,5.19,3.29,1537.8
0.7,5,6,7,61.7,59.0,5.71,5.67,3.51,2952.4
0.3,2,5,3,61.9,54.0,4.33,4.36,2.69,663.8
0.38,2,6,7,62.3,56.0,4.64,4.67,2.9,1147.2
1.01,4,3,4,59.7,64.0,6.45,6.48,3.86,5176.0
0.9,2,7,4,63.0,57.0,6.14,6.09,3.85,4125.8
0.5,3,6,3,64.0,57.0,5.04,4.99,3.21,876.8
2.01,4,5,2,61.6,56.0,8.17,8.13,5.02,16599.2
0.35,2,6,7,61.9,56.0,4.53,4.55,2.81,1045.0
0.34,2,5,4,62.1,56.0,4.47,4.45,2.77,780.8
0.3,2,6,4,61.5,56.0,4.33,4.29,2.65,742.4
0.52,2,4,5,60.8,55.0,5.2,5.26,3.18,1802.4
0.98,3,5,3,56.8,64.0,6.68,6.52,3.75,3743.0
0.35,2,5,3,61.5,55.9,4.53,4.56,2.8,678.8
0.32,2,1,8,62.2,55.0,4.4,4.44,2.75,649.4
1.22,2,2,3,61.7,57.0,6.91,6.86,4.25,5566.0
0.5,4,6,4,63.2,57.0,5.06,5.03,3.19,1497.6
1.1,5,5,2,62.1,56.0,6.68,6.56,4.12,4114.0
1.01,5,5,4,62.0,59.0,6.45,6.38,3.98,6546.4
0.31,2,6,2,61.3,55.0,4.37,4.34,2.67,560.2
1.14,4,4,2,59.5,59.0,6.79,6.85,4.06,5017.8
0.46,2,4,7,62.0,54.0,4.97,5.0,3.09,1438.6
0.51,2,7,4,61.9,55.0,5.15,5.19,3.2,1778.4
1.16,5,5,2,62.1,59.0,6.76,6.71,4.18,4516.8
0.36,2,7,3,62.7,57.0,4.54,4.59,2.86,783.0
0.66,5,7,5,61.0,58.0,5.67,5.57,3.43,2453.6
1.57,4,7,2,62.9,61.0,7.37,7.41,4.65,11438.6
0.3,5,6,4,62.5,58.0,4.26,4.31,2.68,812.4
0.7,5,5,2,62.6,58.0,5.64,5.6,3.52,2839.8
0.3,3,4,5,63.3,56.0,4.28,4.31,2.72,676.8
0.9,4,7,3,62.5,59.0,6.13,6.19,3.85,4472.4
0.7,5,6,3,61.0,56.0,5.75,5.69,3.49,2361.0
0.3,5,7,3,61.6,58.0,4.32,4.29,2.65,645.6
1.48,3,4,8,59.8,61.0,7.54,7.34,4.45,12040.0
0.88,4,2,3,62.5,56.0,6.06,6.19,3.83,3854.0
0.3,5,7,3,62.2,61.0,4.28,4.24,2.65,688.2
0.59,2,4,3,61.3,56.0,5.41,5.43,3.32,1635.6
0.76,1,7,2,55.5,69.0,6.16,6.07,3.39,4164.2
0.58,2,7,2,62.7,56.0,5.32,5.3,3.33,1328.8
0.25,3,7,6,64.6,56.0,3.97,3.99,2.57,656.0
0.33,2,3,7,62.5,56.0,4.42,4.44,2.77,834.2
0.78,2,3,6,62.1,56.0,5.88,5.9,3.66,2711.6
1.1,3,6,2,63.3,56.0,6.53,6.58,4.15,4613.6
0.9,4,2,5,62.2,58.0,6.13,6.18,3.83,3154.8
0.35,2,4,8,61.8,56.0,4.57,4.52,2.81,943.0
0.23,4,6,6,62.4,59.0,3.89,3.93,2.44,539.0
0.32,5,4,4,62.6,60.0,4.36,4.33,2.72,647.4
0.96,2,4,3,62.6,57.0,6.28,6.24,3.92,4778.0
0.72,4,5,5,63.4,57.0,5.68,5.7,3.61,2947.6
0.4,3,7,3,63.5,55.0,4.67,4.72,2.98,761.0
0.51,5,4,3,62.4,58.0,5.07,5.13,3.18,1228.0
0.77,3,6,2,58.1,63.0,6.02,6.06,3.5,3539.6
0.51,2,4,6,61.5,57.0,5.18,5.13,3.17,1922.8
0.3,2,4,6,62.9,55.0,4.31,4.28,2.7,872.6
2.68,5,4,1,58.6,60.0,9.11,9.07,5.33,15328.2
0.32,5,4,5,59.2,59.0,4.47,4.45,2.64,718.4
0.58,2,5,5,60.3,57.0,5.47,5.44,3.29,2244.6
0.44,3,7,3,58.8,62.0,4.97,5.0,2.93,1046.8
1.0,4,3,6,60.3,59.0,6.41,6.46,3.88,6415.0
0.38,2,2,5,62.4,54.4,4.62,4.66,2.9,705.0
0.75,4,6,5,61.5,54.0,5.88,5.82,3.6,3414.8
1.5,1,2,2,64.9,61.0,7.14,7.09,4.62,6438.0
1.05,5,4,5,61.6,58.0,6.48,6.51,4.0,6783.0
0.6,4,7,4,61.5,59.0,5.4,5.43,3.33,1866.6
1.05,4,3,2,63.8,58.0,6.38,6.45,4.09,4431.4
1.03,1,3,3,65.1,57.0,6.43,6.36,4.16,3557.4
0.42,2,3,4,62.1,54.0,4.82,4.84,3.0,834.6
0.43,2,3,6,62.3,55.0,4.85,4.82,3.01,827.0
0.34,2,6,7,61.6,55.0,4.5,4.52,2.78,980.0
0.34,2,5,4,62.1,56.0,4.45,4.47,2.77,780.8
1.25,2,2,5,61.4,58.0,6.89,6.93,4.24,6559.4
1.25,5,1,2,62.3,59.0,6.86,6.82,4.26,4297.8
0.42,2,7,4,61.2,56.0,4.84,4.8,2.95,1067.8
0.28,4,5,6,60.6,59.0,4.22,4.26,2.57,559.6
1.3,4,5,3,61.5,58.0,6.99,7.06,4.32,6734.8
0.37,4,6,4,62.3,59.0,4.56,4.59,2.85,685.4
0.3,4,5,6,62.4,57.0,4.25,4.27,2.66,765.8
0.31,4,5,7,61.8,59.0,4.33,4.36,2.69,816.6
0.28,2,6,4,61.5,56.0,4.22,4.24,2.6,742.4
2.16,2,1,3,63.0,55.0,8.2,8.24,5.18,12468.0
0.53,2,4,4,60.1,54.0,5.31,5.3,3.19,1474.6
0.33,2,5,6,61.3,56.0,4.44,4.46,2.73,917.4
0.44,2,6,4,61.6,54.0,4.9,4.97,3.04,998.6
1.52,4,5,4,62.9,53.3,7.31,7.36,4.61,10750.0
0.3,2,4,7,62.9,57.0,4.3,4.26,2.69,1006.8
1.01,4,7,3,59.7,57.0,6.53,6.56,3.91,5018.0
0.71,2,2,5,62.2,54.0,5.71,5.75,3.56,2324.4
0.31,2,4,5,61.0,56.0,4.4,4.35,2.67,685.6
1.03,2,6,2,62.3,56.0,6.44,6.52,4.04,4554.2
0.25,4,4,7,60.6,55.0,4.12,4.14,2.5,985.8
0.35,5,5,3,60.2,58.0,4.54,4.6,2.75,764.6
0.31,4,2,3,63.3,53.0,4.32,4.3,2.73,675.0
1.0,4,5,5,60.4,59.0,6.4,6.51,3.9,7088.0
1.14,5,5,3,62.5,59.0,6.67,6.65,4.16,6220.8
0.74,2,5,5,62.0,57.0,5.81,5.78,3.6,3177.8
0.3,2,4,6,62.6,53.0,4.31,4.35,2.71,689.8
1.01,3,3,2,63.5,60.0,6.23,6.31,3.98,3466.8
1.02,1,2,2,64.5,56.0,6.28,6.25,4.04,3374.8
0.58,2,2,4,61.8,55.0,5.36,5.38,3.32,1243.0
0.51,2,7,3,61.9,54.0,5.14,5.2,3.19,1196.4
0.38,4,4,5,61.9,56.0,4.63,4.68,2.88,618.0
1.14,5,7,3,60.5,59.0,6.79,6.73,4.09,5747.4
0.36,2,4,8,61.5,56.0,4.59,4.62,2.83,1019.6
1.6,3,6,3,63.6,58.0,7.44,7.38,4.71,11571.4
0.51,5,2,3,61.3,58.0,5.16,5.11,3.15,725.0
1.16,5,4,4,59.9,60.0,6.88,6.85,4.11,6759.0
0.3,4,4,6,63.2,57.0,4.28,4.23,2.69,850.8
0.27,2,6,5,61.6,56.0,4.14,4.17,2.56,791.0
0.78,4,7,3,62.5,58.0,5.86,5.89,3.67,3314.4
2.1,5,5,2,62.1,59.0,8.16,8.18,5.07,15574.4
0.65,2,1,3,61.4,55.0,5.58,5.62,3.44,1205.6
0.7,5,6,4,60.2,60.0,5.73,5.7,3.44,2834.6
0.31,2,6,8,60.4,56.0,4.43,4.38,2.66,1072.8
0.33,5,4,3,61.1,59.0,4.45,4.42,2.71,799.4
0.84,4,7,2,63.6,57.0,5.95,6.0,3.8,3246.4
0.37,2,5,3,61.3,55.0,4.61,4.65,2.84,594.2
1.03,2,4,3,60.1,59.0,6.6,6.57,3.96,5098.2
0.51,4,2,4,63.3,56.0,5.02,5.06,3.19,1203.2
1.0,1,3,3,65.5,57.0,6.26,6.21,4.08,3471.6
0.55,5,5,4,62.5,58.0,5.25,5.22,3.27,1736.4
0.4,2,4,5,62.4,57.0,4.74,4.72,2.95,921.2
1.41,2,3,5,60.7,56.0,7.31,7.22,1.41,11591.8
0.43,4,6,7,60.3,58.0,4.86,4.93,2.95,777.4
0.5,2,4,6,61.0,56.0,5.13,5.14,3.13,1920.2
0.58,4,5,7,59.7,57.0,5.48,5.51,3.28,2468.2
1.02,2,4,3,60.6,59.0,6.55,6.52,3.96,4972.8
0.58,2,3,3,62.2,57.0,5.34,5.37,3.33,1335.2
1.52,4,2,2,59.8,62.0,7.41,7.47,4.45,8049.6
0.53,4,7,4,62.6,58.0,5.14,5.18,3.23,1540.0
0.37,2,7,3,61.5,57.0,4.63,4.6,2.84,699.4
0.7,5,6,4,61.4,59.0,5.73,5.7,3.51,2986.8
0.35,2,3,8,61.7,56.0,4.53,4.55,2.8,924.2
0.28,4,5,4,61.7,58.0,4.17,4.19,2.58,594.8
0.71,4,6,4,59.4,58.0,5.76,5.82,3.44,2847.8
1.01,5,5,4,58.9,58.0,6.59,6.51,3.86,6240.8
0.26,2,6,6,61.6,57.0,4.13,4.18,2.56,835.0
0.91,2,6,7,61.7,56.0,6.18,6.23,3.83,6815.8
0.9,2,3,5,62.2,58.0,6.14,6.17,3.83,4437.2
0.34,5,3,7,61.5,60.0,4.45,4.49,2.75,980.8
1.21,2,3,3,61.8,55.0,6.82,6.86,4.23,6844.2
1.01,5,4,5,59.8,59.0,6.55,6.5,3.9,6557.2
1.5,5,1,2,61.0,60.0,7.34,7.3,4.46,5168.2
1.51,5,5,4,62.5,58.0,7.33,7.22,4.55,13714.0
0.74,2,7,2,62.2,57.0,5.78,5.82,3.61,2610.0
0.6,2,6,7,62.5,53.7,5.35,5.43,3.38,2401.8
2.14,5,7,2,59.8,59.0,8.4,8.36,5.01,15778.6
0.42,2,2,7,60.5,57.0,4.84,4.88,2.94,951.0
0.28,4,6,5,59.0,60.0,4.26,4.32,2.53,1026.8
0.39,4,5,4,60.1,56.0,4.77,4.82,2.88,1168.6
0.34,2,6,4,62.4,54.0,4.48,4.49,2.8,782.0
0.37,5,4,4,62.8,60.0,4.59,4.55,2.87,801.4
0.71,2,4,4,62.4,57.0,5.69,5.66,3.54,2801.0
0.57,3,7,4,58.3,61.0,5.42,5.45,3.17,2272.4
1.02,2,4,5,61.6,55.0,6.53,6.46,4.0,7319.4
0.52,2,5,6,60.6,56.0,5.22,5.24,3.17,2393.6
0.39,5,4,4,60.4,61.0,4.7,4.67,2.83,808.2
0.7,2,4,5,62.7,57.0,5.66,5.7,3.56,2792.2
0.7,4,4,6,60.8,57.0,5.72,5.76,3.49,2393.4
0.41,5,1,5,62.1,58.0,4.79,4.75,2.96,719.2
0.73,4,3,4,60.8,56.0,5.82,5.84,3.55,2052.8
0.72,2,4,5,61.6,56.0,5.75,5.78,3.55,3355.6
0.31,2,1,4,62.2,55.0,4.32,4.36,2.7,564.8
0.38,2,5,7,61.1,57.0,4.71,4.69,2.87,1034.2
1.04,2,6,2,61.9,57.0,6.48,6.51,4.02,4504.6
0.41,2,1,5,62.1,56.0,4.79,4.75,2.96,788.6
0.7,2,6,3,62.8,56.0,5.69,5.72,3.58,2748.2
0.31,2,3,6,62.2,55.0,4.35,4.36,2.71,752.0
1.0,3,5,3,60.1,65.0,6.4,6.44,3.86,4244.6
1.01,4,5,6,59.8,58.0,6.47,6.55,3.89,10098.4
0.71,4,5,4,63.2,59.0,5.66,5.6,3.56,2605.8
0.56,2,3,5,61.8,55.0,5.29,5.33,3.28,1678.0
0.7,2,7,3,61.8,56.0,5.63,5.73,3.51,3170.0
0.51,2,4,4,61.7,57.0,5.12,5.15,3.17,1694.0
1.16,2,4,7,60.5,57.0,6.78,6.83,4.12,9763.0
1.5,5,5,4,61.3,61.0,7.36,7.33,4.5,13832.8
1.03,2,5,3,62.6,57.0,6.42,6.46,4.03,5658.8
1.51,5,4,3,61.3,61.0,7.41,7.34,4.52,12282.2
0.51,5,7,3,60.1,60.0,5.14,5.18,3.1,1677.0
1.01,4,5,3,63.1,59.0,6.3,6.37,4.0,5044.2
1.3,5,3,3,62.9,60.0,6.95,6.88,4.35,5427.8
1.04,2,3,4,61.0,57.0,6.56,6.53,3.99,5394.0
2.0,2,3,2,59.7,57.0,8.29,8.22,4.93,14671.4
0.44,5,2,7,60.8,57.0,4.93,4.88,2.98,1070.6
0.34,5,4,6,61.6,58.0,4.44,4.49,2.75,865.2
0.8,4,5,3,63.9,56.0,5.84,5.87,3.74,2684.6
1.02,3,7,2,63.8,59.0,6.43,6.33,4.07,3871.4
0.38,4,6,3,62.8,58.0,4.6,4.63,2.9,737.4
0.51,5,4,2,62.5,56.0,5.12,5.09,3.19,1314.4
1.01,4,3,3,60.2,60.0,6.5,6.48,3.91,4681.6
1.56,2,2,3,62.5,54.0,7.45,7.37,4.63,9105.8
0.34,2,2,3,61.9,57.0,4.44,4.48,2.76,488.8
1.01,4,7,3,62.8,60.0,6.36,6.42,4.01,5249.4
0.38,2,5,4,61.3,57.0,4.65,4.68,2.86,841.4
1.25,2,4,4,62.4,55.0,6.93,6.86,4.3,8361.0
1.14,2,1,2,61.5,57.0,6.73,6.77,4.15,3968.6
0.3,2,3,3,62.1,56.0,4.3,4.32,2.67,542.6
0.36,2,5,2,61.2,56.0,4.61,4.64,2.83,703.2
0.72,4,3,6,60.3,56.0,5.81,5.83,3.51,2273.2
0.31,2,4,7,60.6,57.0,4.4,4.38,2.66,842.0
0.41,5,4,7,59.7,60.0,4.83,4.85,2.89,1082.0
1.16,2,6,2,61.9,55.0,6.71,6.77,4.17,5457.2
0.7,4,1,3,61.7,57.0,5.65,5.69,3.5,1747.8
0.31,5,4,6,61.5,58.0,4.31,4.34,2.66,899.4
0.3,3,4,3,63.8,56.0,4.3,4.26,2.73,645.4
0.31,3,7,2,63.6,54.0,4.31,4.34,2.75,578.8
1.05,4,4,4,62.8,58.0,6.44,6.48,4.06,5831.4
0.51,5,5,3,60.5,59.0,5.18,5.13,3.12,1106.8
0.82,5,5,3,61.1,60.0,6.02,5.96,3.66,3046.6
2.01,5,4,3,60.3,59.0,8.23,8.15,4.94,15987.6
0.3,4,6,3,60.6,56.0,4.35,4.37,2.64,787.2
0.7,4,5,4,60.5,58.0,5.78,5.83,3.51,2100.4
2.01,5,1,3,59.8,57.0,8.17,8.13,4.87,11983.8
1.0,3,5,3,63.7,58.0,6.29,6.34,4.02,4806.6
0.53,2,6,3,60.6,57.0,5.27,5.23,3.18,1457.0
0.71,2,5,2,62.1,56.0,5.75,5.7,3.56,2364.0
0.71,5,2,4,62.8,59.0,5.67,5.64,3.55,2615.0
1.57,5,4,3,59.2,59.0,7.6,7.68,4.52,10595.0
2.17,5,4,2,62.2,62.0,8.32,8.24,5.15,13821.0
1.11,5,6,2,61.0,60.0,6.68,6.66,4.07,4489.0
1.64,5,4,4,62.4,58.0,7.52,7.49,4.68,13528.0
0.4,3,5,4,62.0,61.3,4.69,4.72,2.91,992.6
0.34,2,7,4,60.6,57.0,4.51,4.53,2.74,974.8
1.15,5,3,2,60.4,58.0,6.8,6.75,4.09,4628.0
1.5,3,3,5,64.2,56.0,7.3,7.09,4.62,8154.8
0.7,1,3,3,65.3,55.0,5.58,5.54,3.63,2188.4
0.72,5,7,2,60.2,56.0,5.85,5.82,3.51,2222.4
0.47,1,7,8,60.6,60.0,5.09,4.98,3.05,2906.4
0.3,3,3,5,63.2,59.0,4.31,4.27,2.71,629.0
0.93,3,7,2,64.5,58.0,6.11,6.14,3.95,3931.4
0.39,2,4,5,61.3,56.0,4.68,4.71,2.88,886.4
0.34,4,3,6,61.0,55.0,4.52,4.55,2.76,654.2
2.0,1,1,3,66.4,55.0,7.82,7.67,5.15,12739.8
1.32,5,3,4,61.5,59.0,7.04,7.01,4.32,6797.2
0.99,2,5,5,61.0,55.0,6.46,6.52,3.96,9117.2
1.52,4,2,3,62.7,59.0,7.26,7.34,4.58,7906.6
0.72,4,3,3,60.3,55.0,5.84,5.85,3.52,2161.4
1.15,2,1,5,61.5,55.0,6.81,6.76,4.17,5213.0
0.34,5,7,4,59.3,58.0,4.55,4.52,2.69,1073.4
0.93,4,5,1,61.3,59.0,6.22,6.27,3.83,3228.8
0.3,2,4,5,61.9,56.0,4.29,4.34,2.67,660.6
1.21,5,1,4,59.0,60.0,6.93,6.88,4.07,4904.0
0.72,2,7,3,61.6,55.0,5.75,5.8,3.56,3279.6
1.1,5,1,2,60.0,58.0,6.77,6.66,4.03,4130.6
0.38,4,6,8,59.5,57.0,4.77,4.84,2.86,858.6
1.01,4,6,4,59.9,57.0,6.52,6.57,3.92,6607.2
2.0,4,4,3,62.5,58.0,7.98,8.04,5.01,14353.4
0.51,3,5,3,64.1,58.0,5.03,5.02,3.22,1349.0
1.0,5,6,3,60.5,59.0,6.4,6.45,3.89,4789.4
1.55,4,4,2,61.9,60.0,7.31,7.36,4.54,9292.4
0.9,1,7,4,57.4,65.0,6.26,6.29,3.6,3459.2
0.77,2,1,3,61.6,55.0,5.87,5.93,3.63,1619.0
1.5,5,3,5,62.1,59.0,7.31,7.27,4.53,11014.8
0.3,5,3,7,62.6,60.0,4.26,4.21,2.65,779.0
0.56,2,6,4,60.7,57.0,5.34,5.31,3.23,1770.4
0.5,3,4,2,63.8,57.0,5.02,4.98,3.19,996.2
1.5,5,2,2,62.5,61.0,7.29,7.24,4.54,7381.2
0.52,4,5,4,61.1,56.0,5.21,5.24,3.19,1818.8
0.71,2,4,5,61.4,56.0,5.76,5.73,3.53,3297.4
0.61,5,2,5,60.0,61.0,5.53,5.5,3.31,1062.0
0.61,2,4,7,61.2,56.0,5.46,5.48,3.35,2218.6
0.43,5,4,8,61.0,58.0,4.82,4.88,2.96,1239.8
1.03,5,6,4,61.3,61.0,6.53,6.46,3.98,6353.8
0.79,4,7,2,62.8,59.0,5.86,5.9,3.69,3218.2
0.71,4,6,4,64.0,57.0,5.66,5.68,3.63,2292.6
0.37,2,4,4,61.3,57.0,4.6,4.64,2.83,670.6
2.23,5,1,5,61.7,58.0,8.41,8.34,5.17,15275.6
1.5,2,3,3,61.6,57.0,7.34,7.24,4.49,8726.8
1.21,5,2,4,61.6,61.0,6.86,6.8,4.21,5934.0
1.76,2,2,6,60.2,58.0,7.84,7.87,4.73,11733.6
0.7,4,4,3,62.5,57.0,5.63,5.7,3.54,1948.8
0.51,5,3,3,60.6,59.0,5.17,5.13,3.12,859.8
0.52,4,5,3,63.7,58.0,5.11,5.13,3.26,1319.0
0.35,2,2,5,60.9,57.0,4.54,4.59,2.78,584.4
1.03,5,3,1,61.1,60.0,6.46,6.51,3.96,3007.0
1.0,5,4,5,59.1,61.0,6.54,6.48,3.85,6455.2
0.74,5,6,5,60.9,62.0,5.83,5.8,3.54,3213.8
1.13,2,6,4,61.7,57.0,6.67,6.71,4.13,7718.2
0.71,2,5,2,61.6,57.0,5.72,5.75,3.53,2307.4
0.24,4,6,6,60.9,58.0,4.03,4.05,2.46,545.2
0.4,3,6,3,63.2,56.0,4.65,4.69,2.95,702.6
1.03,3,1,2,64.1,62.0,6.37,6.33,4.07,3505.0
1.5,5,2,2,59.5,62.0,7.46,7.39,4.42,7205.2
0.51,5,7,3,62.3,57.0,5.13,5.08,3.18,1703.6
1.07,2,3,6,61.3,57.0,6.6,6.62,4.05,7047.4
0.36,2,6,5,62.0,56.0,4.59,4.57,2.84,958.4
0.71,2,7,5,61.5,58.0,5.75,5.77,3.54,4053.6
1.01,3,2,4,62.5,59.0,6.3,6.37,3.96,3915.2
1.51,2,6,2,62.5,57.0,7.29,7.34,4.57,7530.8
0.25,2,4,4,61.4,57.0,4.08,4.1,2.51,611.6
0.3,5,7,2,62.3,58.0,4.29,4.32,2.68,521.8
1.24,4,2,5,59.4,58.0,7.04,7.09,4.2,6385.0
2.25,5,2,3,60.1,60.0,8.55,8.51,5.13,16064.4
4.13,1,3,1,64.8,61.0,10.0,9.85,6.43,16528.8
0.31,2,7,4,62.5,56.0,4.36,4.34,2.72,817.2
0.39,2,6,6,61.9,55.0,4.7,4.73,2.92,1101.2
1.01,2,6,2,61.1,57.0,6.48,6.52,3.97,4742.4
1.22,2,4,5,62.6,54.4,6.77,6.83,4.26,9016.2
0.35,5,3,4,59.6,62.0,4.62,4.57,2.74,827.8
1.11,2,6,6,62.9,55.0,6.56,6.62,4.14,10504.8
0.31,2,7,6,61.1,56.0,4.38,4.39,2.68,922.6
1.66,2,5,1,62.1,58.0,7.6,7.56,4.71,9190.2
0.52,2,5,5,62.2,55.0,5.18,5.14,3.21,1833.8
1.06,2,5,3,62.2,57.0,6.52,6.5,4.05,5438.0
0.51,4,2,2,61.2,56.0,5.12,5.14,3.14,1417.8
0.51,2,6,4,61.8,57.0,5.14,5.15,3.18,1701.2
0.78,2,7,2,61.4,57.0,5.91,5.94,3.64,2567.2
1.52,5,3,5,60.6,58.0,7.46,7.39,4.5,11387.4
0.96,3,3,2,56.7,62.0,6.51,6.39,3.66,3842.8
1.03,4,3,3,60.4,60.0,6.41,6.53,3.91,4783.6
0.65,2,5,3,61.4,58.0,5.56,5.5,3.39,2132.2
0.54,2,4,6,61.0,56.0,5.25,5.3,3.22,1943.4
0.35,2,4,7,61.0,56.0,4.56,4.59,2.79,902.6
1.23,2,3,2,60.6,56.0,6.94,6.92,4.2,4961.6
0.42,4,5,5,59.9,61.0,4.84,4.88,2.91,1134.0
0.3,2,5,8,62.0,58.0,4.25,4.3,2.65,886.0
